排名	学校名称	学校英文名	国家/地区
251-300	佛罗里达州立大学	Florida State University	美国
251-300	香港浸会大学	Hong Kong Baptist University	香港
251-300	印度理工学院克勒格布尔分校	Indian Institute of Technology Kharagpur (IIT-KGP)	印度
251-300	印度商学院	Indian School of Business	印度
251-300	墨西哥国立理工大学	Instituto Politécnico Nacional (IPN)	墨西哥
251-300	金斯顿大学	Kingston University, London	英国
251-300	神户大学	Kobe University	日本
251-300	拉筹伯大学	La Trobe University	澳大利亚
251-300	拉合尔管理大学	Lahore University of Management Sciences (LUMS)	巴基斯坦
251-300	莫斯科国立大学	Lomonosov Moscow State University	俄国
251-300	国立中央大学	National Central University	台湾
251-300	国立中山大学	National Sun Yat-sen University	台湾
251-300	北卡罗来纳州立大学	North Carolina State University	美国
251-300	挪威经济学院	NHH - Norwegian School of Economics	挪威
251-300	大阪大学	Osaka University	日本
251-300	斯泰伦博斯大学	Stellenbosch University	南非
251-300	丹麦理工大学	Technical University of Denmark	丹麦
251-300	以色列理工学院	Technion - Israel Institute of Technology	以色列
251-300	马德里自治大学	Universidad Autónoma de Madrid	西班牙
251-300	瓦伦西亚大学	Universitat de Valencia	西班牙
251-300	加泰罗尼亚理工大学	Universitat Politècnica de Catalunya	西班牙
251-300	布鲁塞尔自由大学（法语）	Universite libre de Bruxelles	比利时
251-300	马来西亚北方大学	Universiti Utara Malaysia (UUM)	马来西亚
251-300	科罗拉多大学博尔德分校	University of Colorado Boulder	美国
251-300	德里大学	University of Delhi	印度
251-300	利默里克大学	University of Limerick	爱尔兰
251-300	里斯本大学	University of Lisbon	葡萄牙
251-300	马萨诸塞大学波士顿分校	University of Massachusetts - Boston	美国
251-300	迈阿密大学	University of Miami	美国
251-300	纽卡斯尔大学（澳洲）	The University of Newcastle, Australia (UON)	澳大利亚
251-300	匹兹堡大学	University of Pittsburgh	美国
251-300	罗切斯特大学	University of Rochester	美国
251-300	南安普敦大学	University of Southampton	英国
251-300	萨里大学	University of Surrey	英国
251-300	金山大学	University of the Witwatersrand	南非
251-300	图库大学	University of Turku	芬兰
251-300	特文特大学	University of Twente	荷兰
251-300	维多利亚大学（加拿大）	University of Victoria	加拿大
251-300	滑铁卢大学	University of Waterloo	加拿大
251-300	阿姆斯特丹自由大学	Vrije Universiteit Amsterdam	荷兰
251-300	西安交通大学	Xi’an Jiaotong University	中国
1	哈佛大学	Harvard University	美国
2	麻省理工学院	Massachusetts Institute of Technology (MIT)	美国
3	斯坦福大学	Stanford University	美国
4	加州大学伯克利分校	University of California, Berkeley (UCB)	美国
5	剑桥大学	University of Cambridge	英国
6	牛津大学	University of Oxford	英国
7	佐治亚理工学院	Georgia Institute of Technology	美国
8	新加坡国立大学	National University of Singapore (NUS)	新加坡
9	卡耐基梅隆大学	Carnegie Mellon University	美国
10	苏黎世联邦理工学院	ETH Zurich - Swiss Federal Institute of Technology	瑞士
11	帝国理工学院	Imperial College London	英国
12	华盛顿大学	University of Washington	美国
13	密歇根大学安娜堡分校	University of Michigan	美国
14	加州大学洛杉矶分校	University of California, Los Angeles (UCLA)	美国
15	哥伦比亚大学	Columbia University	美国
16	康奈尔大学	Cornell University	美国
17	普林斯顿大学	Princeton University	美国
17	多伦多大学	University of Toronto	加拿大
19	东京大学	The University of Tokyo	日本
20	芝加哥大学	University of Chicago	美国
20	香港大学	The University of Hong Kong	香港
22	清华大学	Tsinghua University	中国
22	宾夕法尼亚大学	University of Pennsylvania	美国
24	华威大学	The University of Warwick	英国
25	威斯康辛大学麦迪逊分校	University of Wisconsin-Madison	美国
26	香港科技大学	The Hong Kong University of Science and Technology	香港
27	伦敦大学学院	UCL (University College London)	英国
28	杜克大学	Duke University	美国
29	耶鲁大学	Yale University	美国
30	墨尔本大学	The University of Melbourne	澳大利亚
31	北卡罗来纳大学教堂山分校	University of North Carolina, Chapel Hill	美国
32	约翰霍普金斯大学	Johns Hopkins University	美国
32	南洋理工大学	Nanyang Technological University, Singapore (NTU)	新加坡
34	蒙特利尔大学	Université de Montréal	加拿大
35	普渡大学西拉法叶分校	Purdue University	美国
36	澳洲国立大学	The Australian National University	澳大利亚
37	麦吉尔大学	McGill University	加拿大
38	伦敦政治经济学院	London School of Economics and Political Science (LSE)	英国
38	英属哥伦比亚大学	University of British Columbia	加拿大
40	纽约大学	New York University (NYU)	美国
41	北京大学	Peking University	中国
41	德州农工大学	Texas A&M University	美国
43	宾州州立大学公园分校	Pennsylvania State University	美国
44	首尔国立大学	Seoul National University	韩国
44	香港理工大学	The Hong Kong Polytechnic University	香港
46	鲁汶大学（荷语）	KU Leuven	比利时
47	阿姆斯特丹大学	University of Amsterdam	荷兰
48	加州大学圣地亚哥分校	University of California, San Diego (UCSD)	美国
49	奥克兰大学	The University of Auckland	新西兰
50	西北大学	Northwestern University	美国
51-100	奥胡斯大学	Aarhus University	丹麦
51-100	亚利桑那州立大学	Arizona State University	美国
51-100	波士顿大学	Boston University	美国
51-100	香港城市大学	City University of Hong Kong	香港
51-100	巴黎高等师范学院	Ecole normale supérieure, Paris	法国
51-100	埃因霍温理工大学	Eindhoven University of Technology	荷兰
51-100	伊拉斯姆斯大学	Erasmus University Rotterdam	荷兰
51-100	复旦大学	Fudan University	中国
51-100	柏林洪堡大学	Humboldt-Universität zu Berlin	德国
51-100	高丽大学	Korea University	韩国
51-100	瑞典皇家理工学院	KTH Royal Institute of Technology	瑞典
51-100	兰卡斯特大学	Lancaster University	英国
51-100	慕尼黑大学	Ludwig-Maximilians-Universität München	德国
51-100	密歇根州立大学	Michigan State University	美国
51-100	莫纳什大学	Monash University	澳大利亚
51-100	国立清华大学	National Tsing Hua University	台湾
51-100	北卡罗来纳州立大学	North Carolina State University	美国
51-100	俄亥俄州立大学	The Ohio State University	美国
51-100	亚琛工业大学	RWTH Aachen University	德国
51-100	罗格斯大学	Rutgers University - New Brunswick	美国
51-100	上海交通大学	Shanghai Jiao Tong University	中国
51-100	柏林工业大学	Technische Universität Berlin (TU Berlin)	德国
51-100	香港中文大学	The Chinese University of Hong Kong (CUHK)	香港
51-100	曼彻斯特大学	The University of Manchester	英国
51-100	新南威尔士大学	The University of New South Wales (UNSW Australia)	澳大利亚
51-100	诺丁汉大学	The University of Nottingham	英国
51-100	昆士兰大学	The University of Queensland	澳大利亚
51-100	悉尼大学	The University of Sydney	澳大利亚
51-100	东京工业大学	Tokyo Institute of Technology	日本
51-100	圣保罗大学	Universidade de São Paulo	巴西
51-100	帕多瓦大学	Università di Padova	意大利
51-100	博洛尼亚大学	Alma Mater Studiorum - University of Bologna	意大利
51-100	巴塞罗那大学	University of Barcelona	西班牙
51-100	维也纳大学	University of Vienna	奥地利
51-100	鲁汶大学（法语）	Université catholique de Louvain (UCL)	比利时
51-100	巴黎第九大学	Université Paris Dauphine	法国
51-100	巴黎第六大学	Université Pierre et Marie Curie (UPMC)	法国
51-100	布里斯托大学	University of Bristol	英国
51-100	加州大学戴维斯分校	University of California, Davis	美国
51-100	哥本哈根大学	University of Copenhagen	丹麦
51-100	爱丁堡大学	The University of Edinburgh	英国
51-100	佛罗里达大学	University of Florida	美国
51-100	伊利诺伊大学厄本那-香槟分校	University of Illinois at Urbana-Champaign	美国
51-100	马里兰大学学院公园分校	University of Maryland, College Park	美国
51-100	明尼苏达大学双城分校	University of Minnesota	美国
51-100	南安普敦大学	University of Southampton	英国
51-100	德克萨斯大学奥斯汀分校	University of Texas at Austin	美国
51-100	滑铁卢大学	University of Waterloo	加拿大
51-100	弗吉尼亚理工学院	Virginia Polytechnic Institute and State University	美国
51-100	阿姆斯特丹自由大学	Vrije Universiteit Amsterdam	荷兰
101-150	北京航空航天大学	Beihang University (former BUAA)	中国
101-150	布朗大学	Brown University	美国
101-150	哥廷根大学	Georg-August-University Goettingen	德国
101-150	耶路撒冷希伯来大学	The Hebrew University of Jerusalem	以色列
101-150	印度理工学院孟买分校	Indian Institute of Technology Bombay (IITB)	印度
101-150	印度理工学院德里分校	Indian Institute of Technology Delhi (IITD)	印度
101-150	印度统计学院	Indian Statistical Institute	印度
101-150	印第安纳大学伯明顿分校	Indiana University Bloomington	美国
101-150	爱荷华州立大学	Iowa State University	美国
101-150	拉瓦尔大学	Laval University	加拿大
101-150	莱顿大学	Leiden University	荷兰
101-150	莫斯科国立大学	Lomonosov Moscow State University	俄国
101-150	隆德大学	Lund University	瑞典
101-150	麦克马斯特大学	McMaster University	加拿大
101-150	南京大学	Nanjing University	中国
101-150	国立中央大学	National Central University	台湾
101-150	国立成功大学	National Cheng Kung University (NCKU)	台湾
101-150	国立交通大学	National Chiao Tung University	台湾
101-150	大阪大学	Osaka University	日本
101-150	智利天主大学	Pontificia Universidad Católica de Chile (UC)	智利
101-150	昆士兰科技大学	Queensland University of Technology (QUT)	澳大利亚
101-150	罗马第一大学	Sapienza University of Rome	意大利
101-150	斯德哥尔摩大学	Stockholm University	瑞典
101-150	成均馆大学	Sungkyunkwan University (SKKU)	韩国
101-150	佐治亚大学	The University of Georgia	美国
101-150	蒂尔堡大学	Tilburg University	荷兰
101-150	马德里卡洛斯三世大学	Universidad Carlos III de Madrid (UC3M)	西班牙
101-150	坎皮纳斯大学	Universidade Estadual de Campinas (Unicamp)	巴西
101-150	巴塞罗那自治大学	Universitat Autònoma de Barcelona	西班牙
101-150	加泰罗尼亚理工大学	Universitat Politècnica de Catalunya	西班牙
101-150	马来亚大学	Universiti Malaya (UM)	马来西亚
101-150	阿尔伯塔大学	University of Alberta	加拿大
101-150	巴斯大学	University of Bath	英国
101-150	伯明翰大学	University of Birmingham	英国
101-150	卡尔加里大学	University of Calgary	加拿大
101-150	加州大学尔湾分校	University of California, Irvine	美国
101-150	根特大学	Ghent University	比利时
101-150	格拉斯哥大学	University of Glasgow	英国
101-150	格罗宁根大学	University of Groningen	荷兰
101-150	爱荷华大学	University of Iowa	美国
101-150	里斯本大学	University of Lisbon	葡萄牙
101-150	匹兹堡大学	University of Pittsburgh	美国
101-150	南加州大学	University of Southern California	美国
101-150	斯凯莱德大学	University of Strathclyde	英国
101-150	弗吉尼亚大学	University of Virginia	美国
101-150	乌普萨拉大学	Uppsala University	瑞典
101-150	西安大略大学	The University of Western Ontario	加拿大
101-150	西安交通大学	Xi’an Jiaotong University	中国
101-150	延世大学	Yonsei University	韩国
101-150	浙江大学	Zhejiang University	中国
151-200	北京师范大学	Beijing Normal University	中国
151-200	卡迪夫大学	Cardiff University	英国
151-200	查尔姆斯工业大学	Chalmers University of Technology	瑞典
151-200	伦敦城市大学	City, University of London	英国
151-200	赫瑞瓦特大学	Heriot-Watt University	英国
151-200	香港浸会大学	Hong Kong Baptist University	香港
151-200	印度理工学院坎普尔分校	Indian Institute of Technology Kanpur (IITK)	印度
151-200	印度理工学院克勒格布尔分校	Indian Institute of Technology Kharagpur (IIT-KGP)	印度
151-200	马斯特里赫特大学	Maastricht University	荷兰
151-200	梅西大学	Massey University	新西兰
151-200	中东理工大学	Middle East Technical University	土耳其
151-200	南开大学	Nankai University	中国
151-200	国立政治大学	National Chengchi University	台湾
151-200	国立中山大学	National Sun Yat-sen University	台湾
151-200	中国人民大学	Renmin (People's) University of China	中国
151-200	皇家墨尔本理工大学	RMIT University	澳大利亚
151-200	上海大学	Shanghai University	中国
151-200	西门菲莎大学	Simon Fraser University	加拿大
151-200	特拉维夫大学	Tel Aviv University	以色列
151-200	谢菲尔德大学	The University of Sheffield	英国
151-200	西澳大学	The University of Western Australia	澳大利亚
151-200	东北大学（日本）	Tohoku University	日本
151-200	马德里康普斯顿大学	University Complutense Madrid	西班牙
151-200	塞维利亚大学	Universidad de Sevilla	西班牙
151-200	瓦伦西亚理工大学	Universidad Politècnica de València	西班牙
151-200	米纳斯吉拉斯联邦大学	Universidade Federal de Minas Gerais	巴西
151-200	里约热内卢联邦大学	Universidade Federal do Rio de Janeiro	巴西
151-200	佛罗伦萨大学	University of Florence	意大利
151-200	那不勒斯腓特烈二世大学	University of Naples - Federico II	意大利
151-200	比萨大学	University of Pisa	意大利
151-200	瓦伦西亚大学	Universitat de Valencia	西班牙
151-200	魁北克大学	Université du Québec	加拿大
151-200	巴黎第七大学	Université Paris Diderot - Paris 7	法国
151-200	巴黎第十一大学	Université Paris-Sud	法国
151-200	马来西亚国民大学	Universiti Kebangsaan Malaysia (UKM)	马来西亚
151-200	马来西亚理科大学	Universiti Sains Malaysia (USM)	马来西亚
151-200	都柏林大学学院	University College Dublin	爱尔兰
151-200	加州大学圣塔芭芭拉分校	University of California, Santa Barbara (UCSB)	美国
151-200	坎特伯雷大学（新西兰）	University of Canterbury	新西兰
151-200	赫尔辛基大学	University of Helsinki	芬兰
151-200	伊利诺伊大学芝加哥分校	University of Illinois, Chicago (UIC)	美国
151-200	利兹大学	University of Leeds	英国
151-200	奥塔戈大学	University of Otago	新西兰
151-200	悉尼科技大学	University of Technology Sydney	澳大利亚
151-200	田纳西大学	The University of Tennessee, Knoxville	美国
151-200	特文特大学	University of Twente	荷兰
151-200	苏黎世大学	University of Zurich	瑞士
151-200	乌得勒支大学	Utrecht University	荷兰
151-200	惠灵顿维多利亚大学	Victoria University of Wellington	新西兰
151-200	圣路易斯华盛顿大学	Washington University in St. Louis	美国
151-200	约克大学（加拿大）	York University	加拿大
1	麻省理工学院	Massachusetts Institute of Technology (MIT)	美国
2	哈佛大学	Harvard University	美国
3	斯坦福大学	Stanford University	美国
4	加州大学伯克利分校	University of California, Berkeley (UCB)	美国
5	伦敦政治经济学院	London School of Economics and Political Science (LSE)	英国
6	普林斯顿大学	Princeton University	美国
7	芝加哥大学	University of Chicago	美国
8	牛津大学	University of Oxford	英国
9	耶鲁大学	Yale University	美国
10	哥伦比亚大学	Columbia University	美国
11	剑桥大学	University of Cambridge	英国
12	加州大学洛杉矶分校	University of California, Los Angeles (UCLA)	美国
13	宾夕法尼亚大学	University of Pennsylvania	美国
14	纽约大学	New York University (NYU)	美国
15	西北大学	Northwestern University	美国
16	博科尼大学	Bocconi University	意大利
17	伦敦大学学院	UCL (University College London)	英国
18	密歇根大学安娜堡分校	University of Michigan	美国
19	加州大学圣地亚哥分校	University of California, San Diego (UCSD)	美国
20	新加坡国立大学	National University of Singapore (NUS)	新加坡
21	多伦多大学	University of Toronto	加拿大
22	康奈尔大学	Cornell University	美国
22	杜克大学	Duke University	美国
24	香港科技大学	The Hong Kong University of Science and Technology	香港
25	伦敦商学院	London Business School	英国
25	墨尔本大学	The University of Melbourne	澳大利亚
25	华威大学	The University of Warwick	英国
25	英属哥伦比亚大学	University of British Columbia	加拿大
29	澳洲国立大学	The Australian National University	澳大利亚
30	布朗大学	Brown University	美国
30	东京大学	The University of Tokyo	日本
32	北京大学	Peking University	中国
32	新南威尔士大学	The University of New South Wales (UNSW Australia)	澳大利亚
34	庞培法布拉大学	Universitat Pompeu Fabra	西班牙
35	苏黎世联邦理工学院	ETH Zurich - Swiss Federal Institute of Technology	瑞士
36	清华大学	Tsinghua University	中国
36	香港大学	The University of Hong Kong	香港
38	波士顿大学	Boston University	美国
38	加州理工学院	California Institute of Technology (Caltech)	美国
40	首尔国立大学	Seoul National University	韩国
41	斯德哥尔摩经济学院	Stockholm School of Economics	瑞典
42	阿姆斯特丹大学	University of Amsterdam	荷兰
43	威斯康辛大学麦迪逊分校	University of Wisconsin-Madison	美国
44	伊拉斯姆斯大学	Erasmus University Rotterdam	荷兰
45	莫纳什大学	Monash University	澳大利亚
46	香港中文大学	The Chinese University of Hong Kong (CUHK)	香港
47	明尼苏达大学双城分校	University of Minnesota	美国
48	悉尼大学	The University of Sydney	澳大利亚
49	苏黎世大学	University of Zurich	瑞士
50	蒂尔堡大学	Tilburg University	荷兰
51-100	奥胡斯大学	Aarhus University	丹麦
51-100	卡耐基梅隆大学	Carnegie Mellon University	美国
51-100	香港城市大学	City University of Hong Kong	香港
51-100	达特茅斯学院	Dartmouth College	美国
51-100	巴黎高等理工学院	Ecole Polytechnique	法国
51-100	复旦大学	Fudan University	中国
51-100	乔治敦大学	Georgetown University	美国
51-100	一桥大学	Hitotsubashi University	日本
51-100	约翰霍普金斯大学	Johns Hopkins University	美国
51-100	鲁汶大学（荷语）	KU Leuven	比利时
51-100	高丽大学	Korea University	韩国
51-100	京都大学	Kyoto University	日本
51-100	慕尼黑大学	Ludwig-Maximilians-Universität München	德国
51-100	马斯特里赫特大学	Maastricht University	荷兰
51-100	麦吉尔大学	McGill University	加拿大
51-100	密歇根州立大学	Michigan State University	美国
51-100	南洋理工大学	Nanyang Technological University, Singapore (NTU)	新加坡
51-100	国立高等经济学院	National Research University Higher School of Economics (HSE, Moscow)	俄国
51-100	国立台湾大学	National Taiwan University (NTU)	台湾
51-100	俄亥俄州立大学	The Ohio State University	美国
51-100	宾州州立大学公园分校	Pennsylvania State University	美国
51-100	智利天主大学	Pontificia Universidad Católica de Chile (UC)	智利
51-100	皇后大学	Queen's University at Kingston	加拿大
51-100	波恩大学	Rheinische Friedrich-Wilhelms-Universität Bonn	德国
51-100	上海交通大学	Shanghai Jiao Tong University	中国
51-100	斯德哥尔摩大学	Stockholm University	瑞典
51-100	香港理工大学	The Hong Kong Polytechnic University	香港
51-100	奥克兰大学	The University of Auckland	新西兰
51-100	曼彻斯特大学	The University of Manchester	英国
51-100	诺丁汉大学	The University of Nottingham	英国
51-100	昆士兰大学	The University of Queensland	澳大利亚
51-100	马德里卡洛斯三世大学	Universidad Carlos III de Madrid (UC3M)	西班牙
51-100	博洛尼亚大学	Alma Mater Studiorum - University of Bologna	意大利
51-100	巴塞罗那自治大学	Universitat Autònoma de Barcelona	西班牙
51-100	曼海姆大学	Universität Mannheim	德国
51-100	鲁汶大学（法语）	Université catholique de Louvain (UCL)	比利时
51-100	布鲁塞尔自由大学（法语）	Universite libre de Bruxelles	比利时
51-100	巴黎第一大学	Université Paris 1 Panthéon-Sorbonne	法国
51-100	加州大学戴维斯分校	University of California, Davis	美国
51-100	哥本哈根大学	University of Copenhagen	丹麦
51-100	爱丁堡大学	The University of Edinburgh	英国
51-100	伊利诺伊大学厄本那-香槟分校	University of Illinois at Urbana-Champaign	美国
51-100	马里兰大学学院公园分校	University of Maryland, College Park	美国
51-100	南加州大学	University of Southern California	美国
51-100	悉尼科技大学	University of Technology Sydney	澳大利亚
51-100	德克萨斯大学奥斯汀分校	University of Texas at Austin	美国
51-100	华盛顿大学	University of Washington	美国
51-100	圣路易斯华盛顿大学	Washington University in St. Louis	美国
51-100	西安大略大学	The University of Western Ontario	加拿大
51-100	延世大学	Yonsei University	韩国
101-150	波士顿学院	Boston College	美国
101-150	伦敦城市大学	City, University of London	英国
101-150	柏林自由大学	Freie Universitaet Berlin	德国
101-150	耶路撒冷希伯来大学	The Hebrew University of Jerusalem	以色列
101-150	柏林洪堡大学	Humboldt-Universität zu Berlin	德国
101-150	印第安纳大学伯明顿分校	Indiana University Bloomington	美国
101-150	庆应义塾大学	Keio University	日本
101-150	莫斯科国立大学	Lomonosov Moscow State University	俄国
101-150	隆德大学	Lund University	瑞典
101-150	挪威经济学院	NHH - Norwegian School of Economics	挪威
101-150	大阪大学	Osaka University	日本
101-150	普渡大学西拉法叶分校	Purdue University	美国
101-150	巴黎政治学院	Sciences Po	法国
101-150	新加坡管理大学	Singapore Management University	新加坡
101-150	成均馆大学	Sungkyunkwan University (SKKU)	韩国
101-150	特拉维夫大学	Tel Aviv University	以色列
101-150	德州农工大学	Texas A&M University	美国
101-150	阿德雷德大学	The University of Adelaide	澳大利亚
101-150	西澳大学	The University of Western Australia	澳大利亚
101-150	都柏林三一学院	Trinity College Dublin, The University of Dublin	爱尔兰
101-150	洛斯安第斯大学	Universidad de los Andes	哥伦比亚
101-150	纳瓦拉大学	University of Navarra	西班牙
101-150	圣保罗大学	Universidade de São Paulo	巴西
101-150	圣心天主大学	Università Cattolica del Sacro Cuore	意大利
101-150	罗马第二大学	University of Rome Tor Vergata	意大利
101-150	巴塞罗那大学	University of Barcelona	西班牙
101-150	法兰克福大学	Universität Frankfurt am Main	德国
101-150	维也纳大学	University of Vienna	奥地利
101-150	蒙特利尔大学	Université de Montréal	加拿大
101-150	图卢兹第一大学	Université Toulouse 1 Capitole	法国
101-150	都柏林大学学院	University College Dublin	爱尔兰
101-150	阿尔伯塔大学	University of Alberta	加拿大
101-150	亚利桑那大学	The University of Arizona	美国
101-150	伯明翰大学	University of Birmingham	英国
101-150	布里斯托大学	University of Bristol	英国
101-150	加州大学尔湾分校	University of California, Irvine	美国
101-150	加州大学圣塔芭芭拉分校	University of California, Santa Barbara (UCSB)	美国
101-150	埃塞克斯大学	University of Essex	英国
101-150	格拉斯哥大学	University of Glasgow	英国
101-150	格罗宁根大学	University of Groningen	荷兰
101-150	洛桑大学	University of Lausanne	瑞士
101-150	马萨诸塞大学阿默斯特分校	University of Massachusetts Amherst	美国
101-150	北卡罗来纳大学教堂山分校	University of North Carolina, Chapel Hill	美国
101-150	奥斯陆大学	University of Oslo	挪威
101-150	罗切斯特大学	University of Rochester	美国
101-150	圣加仑大学	University of St.Gallen (HSG)	瑞士
101-150	弗吉尼亚大学	University of Virginia	美国
101-150	约克大学（英国）	University of York	英国
101-150	阿姆斯特丹自由大学	Vrije Universiteit Amsterdam	荷兰
101-150	维也纳经济大学	WU (Vienna University of Economics and Business)	奥地利
101-150	浙江大学	Zhejiang University	中国
151-200	美利坚大学	American University	美国
151-200	亚利桑那州立大学	Arizona State University	美国
151-200	雅典经商大学	Athens University of Economics and Business	希腊
151-200	中欧大学	Central European University	匈牙利
151-200	瓦加斯基金会	Fundação Getulio Vargas (FGV)	巴西
151-200	哥廷根大学	Georg-August-University Goettingen	德国
151-200	乔治华盛顿大学	George Washington University	美国
151-200	佐治亚理工学院	Georgia Institute of Technology	美国
151-200	神户大学	Kobe University	日本
151-200	俄罗斯新经济学院	New Economic School	俄国
151-200	伦敦大学玛丽女王学院	Queen Mary University of London	英国
151-200	中国人民大学	Renmin (People's) University of China	中国
151-200	亚琛工业大学	RWTH Aachen University	德国
151-200	海德堡大学	Ruprecht-Karls-Universitaet Heidelberg	德国
151-200	圣彼得堡国立大学	Saint-Petersburg State University	俄国
151-200	罗马第一大学	Sapienza University of Rome	意大利
151-200	上海财经大学	Shanghai University of Finance and Economics	中国
151-200	西门菲莎大学	Simon Fraser University	加拿大
151-200	西江大学	Sogang University	韩国
151-200	蒙特雷理工学院	Instituto Tecnológico y de Estudios Superiores de Monterrey	墨西哥
151-200	马德里自治大学	Universidad Autónoma de Madrid	西班牙
151-200	马德里康普斯顿大学	University Complutense Madrid	西班牙
151-200	墨西哥国立自治大学	Universidad Nacional Autónoma de México  (UNAM)	墨西哥
151-200	托尔夸托迪特利亚大学	Universidad Torcuato Di Tella	阿根廷
151-200	米兰大学	University of Milan	意大利
151-200	帕多瓦大学	Università di Padova	意大利
151-200	都灵大学	University of Turin	意大利
151-200	汉堡大学	Universität Hamburg	德国
151-200	巴黎第九大学	Université Paris Dauphine	法国
151-200	马来亚大学	Universiti Malaya (UM)	马来西亚
151-200	马来西亚理科大学	Universiti Sains Malaysia (USM)	马来西亚
151-200	巴斯大学	University of Bath	英国
151-200	卡尔加里大学	University of Calgary	加拿大
151-200	坎特伯雷大学（新西兰）	University of Canterbury	新西兰
151-200	埃克塞特大学	The University of Exeter	英国
151-200	佛罗里达大学	University of Florida	美国
151-200	伊利诺伊大学芝加哥分校	University of Illinois, Chicago (UIC)	美国
151-200	利兹大学	University of Leeds	英国
151-200	里斯本大学	University of Lisbon	葡萄牙
151-200	圣母大学	University of Notre Dame	美国
151-200	奥塔戈大学	University of Otago	新西兰
151-200	雷丁大学	University of Reading	英国
151-200	南安普敦大学	University of Southampton	英国
151-200	萨塞克斯大学	University of Sussex	英国
151-200	乌普萨拉大学	Uppsala University	瑞典
151-200	乌得勒支大学	Utrecht University	荷兰
151-200	瓦格宁根大学	Wageningen University	荷兰
151-200	早稻田大学	Waseda University	日本
151-200	约克大学（加拿大）	York University	加拿大
201-250	阿尔托大学	Aalto University	芬兰
201-250	卡迪夫大学	Cardiff University	英国
201-250	布拉格查尔斯大学	Charles University in Prague	捷克
201-250	基尔大学（德国）	Christian-Albrechts-University zu Kiel	德国
201-250	朱拉隆功大学	Chulalongkorn University	泰国
201-250	纽约市立大学	City University of New York	美国
201-250	迪肯大学	Deakin University	澳大利亚
201-250	杜伦大学	Durham University	英国
201-250	欧洲大学学院	European University Institute	意大利
201-250	墨西哥自治理工大学	Instituto Tecnológico Autónomo de México (ITAM)	墨西哥
201-250	爱荷华州立大学	Iowa State University	美国
201-250	金斯顿大学	Kingston University, London	英国
201-250	卡尔斯鲁厄理工学院	KIT, Karlsruhe Institute of Technology	德国
201-250	瑞典皇家理工学院	KTH Royal Institute of Technology	瑞典
201-250	拉筹伯大学	La Trobe University	澳大利亚
201-250	梅西大学	Massey University	新西兰
201-250	麦克马斯特大学	McMaster University	加拿大
201-250	名古屋大学	Nagoya University	日本
201-250	南京大学	Nanjing University	中国
201-250	国立政治大学	National Chengchi University	台湾
201-250	国立清华大学	National Tsing Hua University	台湾
201-250	北卡罗来纳州立大学	North Carolina State University	美国
201-250	挪威科技大学	Norwegian University of Science And Technology	挪威
201-250	里约热内卢天主大学	Pontifícia Universidade Católica do Rio de Janeiro	巴西
201-250	昆士兰科技大学	Queensland University of Technology (QUT)	澳大利亚
201-250	皇家墨尔本理工大学	RMIT University	澳大利亚
201-250	伦敦大学亚非学院	SOAS University of London	英国
201-250	雪城大学	Syracuse University	美国
201-250	柏林工业大学	Technische Universität Berlin (TU Berlin)	德国
201-250	布宜诺斯艾利斯大学	Universidad de Buenos Aires (UBA)	阿根廷
201-250	坎皮纳斯大学	Universidade Estadual de Campinas (Unicamp)	巴西
201-250	威尼斯大学	Ca' Foscari University of Venice	意大利
201-250	那不勒斯腓特烈二世大学	University of Naples - Federico II	意大利
201-250	科隆大学	University of Cologne	德国
201-250	马赛大学	Aix-Marseille University	法国
201-250	马来西亚国民大学	Universiti Kebangsaan Malaysia (UKM)	马来西亚
201-250	安特卫普大学	University of Antwerp	比利时
201-250	科罗拉多大学博尔德分校	University of Colorado Boulder	美国
201-250	布拉格经济大学	University of Economics, Prague	捷克
201-250	日内瓦大学	University of Geneva	瑞士
201-250	根特大学	Ghent University	比利时
201-250	哥德堡大学	University of Gothenburg	瑞典
201-250	赫尔辛基大学	University of Helsinki	芬兰
201-250	渥太华大学	University of Ottawa	加拿大
201-250	波尔图大学	University of Porto	葡萄牙
201-250	南丹麦大学	University of Southern Denmark	丹麦
201-250	圣安德鲁斯大学	University of St Andrews	英国
201-250	怀卡托大学	University of Waikato	新西兰
201-250	范德堡大学	Vanderbilt University	美国
201-250	惠灵顿维多利亚大学	Victoria University of Wellington	新西兰
201-250	厦门大学	Xiamen University	中国
251-300	亚里士多德大学	Aristotle University of Thessaloniki	希腊
251-300	北京师范大学	Beijing Normal University	中国
251-300	中央财经大学	Central University of Finance and Economics	中国
251-300	科罗拉多州立大学	Colorado State University	美国
251-300	蒂宾根大学	Eberhard Karls Universität Tübingen	德国
251-300	艾茉莉大学	Emory University	美国
251-300	埃塞克商学院	ESSEC Business School	法国
251-300	乔治梅森大学	George Mason University	美国
251-300	格里菲斯大学	Griffith University	澳大利亚
251-300	汉阳大学	Hanyang University	韩国
251-300	兰卡斯特大学	Lancaster University	英国
251-300	拉瓦尔大学	Laval University	加拿大
251-300	罗马国际自由社科大学	Luiss Guido Carli University	意大利
251-300	麦考瑞大学	Macquarie University	澳大利亚
251-300	南开大学	Nankai University	中国
251-300	国立成功大学	National Cheng Kung University (NCKU)	台湾
251-300	国立中山大学	National Sun Yat-sen University	台湾
251-300	新学校大学	The New School	美国
251-300	东北大学	Northeastern University	美国
251-300	牛津布鲁克斯大学	Oxford Brookes University	英国
